time,DailyPrecipitation
31/08/00,2.66022468
1/09/00,23.5311451
2/09/00,2.08242297
3/09/00,2.13861918
4/09/00,11.8255081
5/09/00,4.45552826
6/09/00,1.68429577
7/09/00,0
8/09/00,4.98477602
9/09/00,5.14550018
10/09/00,46.4965172
11/09/00,0.936065555
12/09/00,1.89885187
13/09/00,7.06572056
14/09/00,10.9286098
15/09/00,1.67792237
16/09/00,5.75660324
17/09/00,3.47462869
18/09/00,2.817029
19/09/00,18.6044064
20/09/00,0.569066525
21/09/00,1.73500371
22/09/00,7.75347567
23/09/00,8.41483021
24/09/00,0.158502653
25/09/00,2.75918746
26/09/00,27.9966068
27/09/00,4.51395416
28/09/00,0.620271325
29/09/00,18.0904846
30/09/00,1.46775603
1/10/00,0.74582082
2/10/00,10.9941778
3/10/00,0.078748956
4/10/00,3.62743258
5/10/00,9.44452095
6/10/00,0.072409339
7/10/00,2.301368
8/10/00,3.68094635
9/10/00,1.45782459
10/10/00,1.30632102
11/10/00,1.50828862
12/10/00,0.003820194
13/10/00,17.4986916
14/10/00,4.74204111
15/10/00,30.3417454
16/10/00,2.6233449
17/10/00,1.6775347
18/10/00,1.62019289
19/10/00,15.1458015
20/10/00,2.9163897
21/10/00,10.4696751
22/10/00,6.83712339
23/10/00,2.60057712
24/10/00,1.02559185
25/10/00,14.5056133
26/10/00,4.36644506
27/10/00,2.85398245
28/10/00,5.48897505
29/10/00,18.46385
30/10/00,6.51338768
31/10/00,23.3360481
1/11/00,2.71158695
2/11/00,13.9346619
3/11/00,7.09218407
4/11/00,14.3202887
5/11/00,16.0682869
6/11/00,5.48777914
7/11/00,0.476279199
8/11/00,0.103625312
9/11/00,1.05713308
10/11/00,0.256444097
11/11/00,2.5005281
12/11/00,0.185993895
13/11/00,0.015965877
14/11/00,0.263193816
15/11/00,1.64387488
16/11/00,20.2851505
17/11/00,4.96785212
18/11/00,15.0906286
19/11/00,0.296235293
20/11/00,4.81893349
21/11/00,0.664633274
22/11/00,0.12607643
23/11/00,3.09994602
24/11/00,4.61549711
25/11/00,0.019912615
26/11/00,12.9977083
27/11/00,2.18463969
28/11/00,1.96225286
29/11/00,13.101594
30/11/00,9.3374958
1/12/00,8.08854675
2/12/00,7.45116758
3/12/00,1.26433146
4/12/00,0.069737092
5/12/00,4.00547552
6/12/00,125.880676
7/12/00,10.2708864
8/12/00,0.635220289
9/12/00,7.04476023
10/12/00,0.985533416
11/12/00,21.0872402
12/12/00,13.2682018
13/12/00,0.01262066
14/12/00,0
15/12/00,0
16/12/00,0
17/12/00,0
18/12/00,0
19/12/00,0
20/12/00,0
21/12/00,1.77410448
22/12/00,23.1733494
23/12/00,4.87441683
24/12/00,15.6284027
25/12/00,4.95586061
26/12/00,3.91996765
27/12/00,14.8483505
28/12/00,7.77263308
29/12/00,25.8071117
30/12/00,1.47271383
31/12/00,1.71479166
1/01/01,7.98088217
2/01/01,3.07778835
3/01/01,0.009341833
4/01/01,0
5/01/01,0.357070774
6/01/01,24.9699402
7/01/01,7.22944069
8/01/01,0.89353627
9/01/01,1.08996642
10/01/01,1.01877463
11/01/01,1.51251221
12/01/01,1.95389509
13/01/01,1.21468568
14/01/01,12.7740211
15/01/01,5.70809126
16/01/01,14.9564619
17/01/01,9.64607811
18/01/01,8.28425121
19/01/01,34.9535141
20/01/01,17.4756222
21/01/01,10.4749098
22/01/01,13.687274
23/01/01,0.005103402
24/01/01,2.04946327
25/01/01,4.47675467
26/01/01,6.05903339
27/01/01,0.24162887
28/01/01,14.5335636
29/01/01,5.20723438
30/01/01,0.005051313
31/01/01,0.001113077
1/02/01,0.038303331
2/02/01,0.020977972
3/02/01,0
4/02/01,0.285802007
5/02/01,1.59226882
6/02/01,0.248161599
7/02/01,2.8350513
8/02/01,0.666361332
9/02/01,2.52097321
10/02/01,0.653940678
11/02/01,2.36552
12/02/01,0.949770212
13/02/01,10.0206366
14/02/01,11.0129375
15/02/01,0.000395735
16/02/01,0.06895218
17/02/01,1.90703642
18/02/01,7.50642252
19/02/01,24.7732944
20/02/01,21.5610065
21/02/01,0.254707336
22/02/01,0
23/02/01,1.32313764
24/02/01,14.7668295
25/02/01,4.80933857
26/02/01,0.429993361
27/02/01,0
28/02/01,0
1/03/01,1.24526441
2/03/01,3.77899289
3/03/01,3.51758862
4/03/01,27.6112118
5/03/01,35.1492119
6/03/01,0.307020754
7/03/01,0.06542708
8/03/01,14.123435
9/03/01,63.5087128
10/03/01,1.87791657
11/03/01,1.89843404
12/03/01,0.096303053
13/03/01,1.0584687
14/03/01,0.274730653
15/03/01,10.1599197
16/03/01,32.4871559
17/03/01,8.67219353
18/03/01,0.300475001
19/03/01,13.6053905
20/03/01,20.5691814
21/03/01,56.1735039
22/03/01,1.60033071
23/03/01,0.158222303
24/03/01,7.49705315
25/03/01,29.542366
26/03/01,2.78526735
27/03/01,0.878304899
28/03/01,2.26570415
29/03/01,1.86809015
30/03/01,0.774802268
31/03/01,2.58131647
1/04/01,0.483261883
2/04/01,0.020969017
3/04/01,6.40658998
4/04/01,10.5730429
5/04/01,0.957146645
6/04/01,14.9153423
7/04/01,25.6672421
8/04/01,1.07933617
9/04/01,1.75415933
10/04/01,2.08374453
11/04/01,2.35148907
12/04/01,25.4132004
13/04/01,34.2173576
14/04/01,11.1990442
15/04/01,0.609023809
16/04/01,35.4192429
17/04/01,7.48995686
18/04/01,24.3730583
19/04/01,7.36932468
20/04/01,7.08118725
21/04/01,3.00518703
22/04/01,0.002676088
23/04/01,0
24/04/01,22.1189613
25/04/01,23.3421879
26/04/01,0.507780254
27/04/01,22.8030758
28/04/01,2.19401646
29/04/01,21.6118755
30/04/01,19.9034081
1/05/01,13.5759192
2/05/01,9.97007561
3/05/01,2.05437016
4/05/01,0.92740798
5/05/01,5.01468468
6/05/01,0.30177471
7/05/01,11.3707781
8/05/01,2.17007351
9/05/01,94.3130264
10/05/01,2.7033124
11/05/01,4.70434618
12/05/01,8.53020763
13/05/01,8.83822632
14/05/01,81.3981018
15/05/01,10.037693
16/05/01,13.2903109
17/05/01,4.85611773
18/05/01,2.05168653
19/05/01,46.3685112
20/05/01,9.90794754
21/05/01,3.74101639
22/05/01,7.96831942
23/05/01,10.2522774
24/05/01,17.0304623
25/05/01,12.6747503
26/05/01,19.4718513
27/05/01,17.3763885
28/05/01,22.2781239
29/05/01,7.49993134
30/05/01,0.669765174
31/05/01,1.27000952
1/06/01,6.9296999
2/06/01,4.57329988
3/06/01,0.313151419
4/06/01,29.8980274
5/06/01,3.62384152
6/06/01,33.3951302
7/06/01,2.82277441
8/06/01,3.51222849
9/06/01,23.4765434
10/06/01,7.77008343
11/06/01,15.0061045
12/06/01,52.4921608
13/06/01,3.41734791
14/06/01,0.300784141
15/06/01,13.2587643
16/06/01,26.292305
17/06/01,11.2919645
18/06/01,18.2057095
19/06/01,8.70697975
20/06/01,1.88346374
21/06/01,0.089988656
22/06/01,0.141025171
23/06/01,0.02409241
24/06/01,0.066628493
25/06/01,0.766341448
26/06/01,74.7670441
27/06/01,19.2426167
28/06/01,4.63774157
29/06/01,1.22542012
30/06/01,2.10283136
1/07/01,2.3184793
2/07/01,8.2038517
3/07/01,4.1947546
4/07/01,8.37175846
5/07/01,8.83930874
6/07/01,8.48317623
7/07/01,46.5448837
8/07/01,9.58154392
9/07/01,7.30166149
10/07/01,35.1786156
11/07/01,0.15118213
12/07/01,2.1329124
13/07/01,58.9856911
14/07/01,11.1302252
15/07/01,22.6101456
16/07/01,4.13069105
17/07/01,8.59623528
18/07/01,7.26000023
19/07/01,7.21848869
20/07/01,37.8985062
21/07/01,0.944902003
22/07/01,20.9821606
23/07/01,7.84787798
24/07/01,0.009138189
25/07/01,8.38085556
26/07/01,0.456536204
27/07/01,0.88443017
28/07/01,0
29/07/01,24.4427013
30/07/01,0.0058505
31/07/01,0
1/08/01,19.6962814
2/08/01,28.861227
3/08/01,0.199395731
4/08/01,16.2232342
5/08/01,16.8299637
6/08/01,0.629186511
7/08/01,0.688376427
8/08/01,1.57522309
9/08/01,0.959942579
10/08/01,24.9282627
11/08/01,1.52449477
12/08/01,0.184809178
13/08/01,1.03751552
14/08/01,0.072444983
15/08/01,5.40346384
16/08/01,6.15137339
17/08/01,2.04109526
18/08/01,11.8590288
19/08/01,3.01425672
20/08/01,33.1514397
21/08/01,34.8170547
22/08/01,5.81085682
23/08/01,0.468590319
24/08/01,14.3030777
25/08/01,0.812197804
26/08/01,9.51422215
27/08/01,0.111664131
28/08/01,3.87468076
29/08/01,0.799360394
30/08/01,13.8281221
31/08/01,2.43751216
1/09/01,36.7693748
2/09/01,4.61186981
3/09/01,2.48819971
4/09/01,6.63057041
5/09/01,15.278141
6/09/01,1.73708308
7/09/01,6.45260859
8/09/01,2.91015291
9/09/01,1.27084303
10/09/01,7.12082911
11/09/01,15.6594734
12/09/01,0.676928401
13/09/01,10.1399632
14/09/01,5.26535749
15/09/01,10.0688887
16/09/01,0.413104177
17/09/01,18.7521095
18/09/01,1.04465377
19/09/01,14.968647
20/09/01,0.041850038
21/09/01,3.1637032
22/09/01,27.0374928
23/09/01,4.40735722
24/09/01,3.19379258
25/09/01,3.14960623
26/09/01,27.4956284
27/09/01,8.34169865
28/09/01,2.87341571
29/09/01,1.99140096
30/09/01,2.79926372
1/10/01,0.863050878
2/10/01,4.29719353
3/10/01,4.4650979
4/10/01,0.018985238
5/10/01,3.81288767
6/10/01,4.75830412
7/10/01,0.02395517
8/10/01,0.224254906
9/10/01,1.44606447
10/10/01,1.15270495
11/10/01,1.98812509
12/10/01,2.3768785
13/10/01,3.0859592
14/10/01,8.42813015
15/10/01,0.606934309
16/10/01,0.439290375
17/10/01,26.6425762
18/10/01,23.2146244
19/10/01,0.559597254
20/10/01,0.321242213
21/10/01,0.956627965
22/10/01,2.62695932
23/10/01,15.8057432
24/10/01,1.49020422
25/10/01,6.23096228
26/10/01,1.73288858
27/10/01,0.25260973
28/10/01,6.63677597
29/10/01,0.837673664
30/10/01,33.0619621
31/10/01,1.31723952
1/11/01,1.31683421
2/11/01,19.4873657
3/11/01,0.023149448
4/11/01,5.50624084
5/11/01,5.52957344
6/11/01,0.817048132
7/11/01,16.38447
8/11/01,2.63990998
9/11/01,4.16419363
10/11/01,10.7564468
11/11/01,3.13421416
12/11/01,20.0367985
13/11/01,0.00614916
14/11/01,0.32217142
15/11/01,9.05715084
16/11/01,6.28621912
17/11/01,10.350358
18/11/01,1.3251816
19/11/01,0.388568938
20/11/01,6.24678707
21/11/01,0.511242092
22/11/01,6.76412678
23/11/01,0.556337357
24/11/01,0.155022874
25/11/01,1.75453937
26/11/01,13.0719414
27/11/01,64.3811264
28/11/01,11.405755
29/11/01,1.25024033
30/11/01,0.043067217
1/12/01,0.435222477
2/12/01,2.93979812
3/12/01,10.2494678
4/12/01,3.23654604
5/12/01,2.63361955
6/12/01,26.6649799
7/12/01,0.089535274
8/12/01,0.706255317
9/12/01,3.26448131
10/12/01,1.83101416
11/12/01,5.51878166
12/12/01,9.66309452
13/12/01,43.4932823
14/12/01,5.46839714
15/12/01,9.42842007
16/12/01,45.0767555
17/12/01,1.604972
18/12/01,30.1077271
19/12/01,11.1967611
20/12/01,32.5083885
21/12/01,11.8538485
22/12/01,9.00506401
23/12/01,13.2025499
24/12/01,52.3349113
25/12/01,72.7902832
26/12/01,2.12522697
27/12/01,0.560634196
28/12/01,11.1165209
29/12/01,7.48301363
30/12/01,1.28029585
31/12/01,2.65734148
1/01/02,6.09579229
2/01/02,1.0254463
3/01/02,7.66671419
4/01/02,0
5/01/02,0
6/01/02,0.029681522
7/01/02,0.069750518
8/01/02,0
9/01/02,0
10/01/02,0
11/01/02,0
12/01/02,0
13/01/02,0
14/01/02,0.650844574
15/01/02,3.08341265
16/01/02,1.20671391
17/01/02,0.171539024
18/01/02,2.18139029
19/01/02,0.11211729
20/01/02,19.2655182
21/01/02,31.8463097
22/01/02,5.00853205
23/01/02,18.1516056
24/01/02,10.3201609
25/01/02,0.200261593
26/01/02,3.57227445
27/01/02,0.609069705
28/01/02,4.45280218
29/01/02,10.8116159
30/01/02,5.91705704
31/01/02,13.4698296
1/02/02,14.0504742
2/02/02,10.5149937
3/02/02,14.8609972
4/02/02,11.924984
5/02/02,12.7317343
6/02/02,6.71778774
7/02/02,19.5976219
8/02/02,0.446716726
9/02/02,0.528113902
10/02/02,2.27197194
11/02/02,1.51772726
12/02/02,7.82231426
13/02/02,1.6784147
14/02/02,26.8566437
15/02/02,18.6435242
16/02/02,7.83143711
17/02/02,2.06460571
18/02/02,9.37378693
19/02/02,0.58717066
20/02/02,1.12653816
21/02/02,5.65054607
22/02/02,10.3999643
23/02/02,4.76227045
24/02/02,16.1550407
25/02/02,12.869875
26/02/02,22.6441898
27/02/02,1.12493408
28/02/02,9.44481277
1/03/02,10.0054264
2/03/02,12.1402464
3/03/02,1.86852241
4/03/02,6.8331995
5/03/02,3.61408734
6/03/02,0.736031055
7/03/02,0
8/03/02,0
9/03/02,0.000965445
10/03/02,0.667082846
11/03/02,0.514190137
12/03/02,57.7243805
13/03/02,17.9201984
14/03/02,4.21567726
15/03/02,1.3746202
16/03/02,15.4899826
17/03/02,22.7696857
18/03/02,0.266988426
19/03/02,7.16730642
20/03/02,42.6495857
21/03/02,1.21261358
22/03/02,30.0795403
23/03/02,16.7231083
24/03/02,39.8425293
25/03/02,7.92672253
26/03/02,0.127720356
27/03/02,0.549949765
28/03/02,0.921664894
29/03/02,12.1782236
30/03/02,0.253842384
31/03/02,0.889132679
1/04/02,13.2506638
2/04/02,2.73241663
3/04/02,21.6756001
4/04/02,59.5245209
5/04/02,8.61193085
6/04/02,0.045053229
7/04/02,5.30833101
8/04/02,8.38775921
9/04/02,5.23957205
10/04/02,1.30030441
11/04/02,0.04642624
12/04/02,10.4567785
13/04/02,2.25457954
14/04/02,4.79460239
15/04/02,0.133014962
16/04/02,1.51268387
17/04/02,4.32278395
18/04/02,0.769586802
19/04/02,13.2283239
20/04/02,5.46506929
21/04/02,2.61489296
22/04/02,5.21037102
23/04/02,0.189344227
24/04/02,65.795723
25/04/02,2.40409756
26/04/02,2.01175666
27/04/02,8.47487068
28/04/02,61.2734756
29/04/02,6.45533848
30/04/02,0.617935359
1/05/02,18.3731384
2/05/02,23.9868145
3/05/02,13.535511
4/05/02,10.3110962
5/05/02,8.08802795
6/05/02,0.338641703
7/05/02,12.8266945
8/05/02,6.53225136
9/05/02,10.5429506
10/05/02,36.2949753
11/05/02,6.79977226
12/05/02,13.7566557
13/05/02,1.03681397
14/05/02,3.95826507
15/05/02,0.26734221
16/05/02,95.4074326
17/05/02,1.5086894
18/05/02,69.5412216
19/05/02,1.88807571
20/05/02,45.0140533
21/05/02,4.38417816
22/05/02,19.0353317
23/05/02,3.61774778
24/05/02,4.88132191
25/05/02,4.21567774
26/05/02,10.6059904
27/05/02,0.948828697
28/05/02,12.988905
29/05/02,13.4743919
30/05/02,5.87351084
31/05/02,4.00013351
1/06/02,1.5518719
2/06/02,41.6412468
3/06/02,10.0211573
4/06/02,3.62757421
5/06/02,6.91764498
6/06/02,13.5227995
7/06/02,10.5538416
8/06/02,7.15652227
9/06/02,1.46081519
10/06/02,18.6203117
11/06/02,21.7193184
12/06/02,30.2136917
13/06/02,0.763509393
14/06/02,4.84345245
15/06/02,22.7152767
16/06/02,21.992815
17/06/02,0.228713974
18/06/02,1.73441863
19/06/02,7.60864973
20/06/02,2.47328234
21/06/02,8.85309982
22/06/02,28.0163383
23/06/02,5.34512281
24/06/02,9.49873638
25/06/02,7.35697174
26/06/02,12.1749315
27/06/02,0.437685072
28/06/02,0.405910015
29/06/02,0.115717083
30/06/02,24.4820538
1/07/02,9.95592022
2/07/02,3.73625541
3/07/02,5.86536217
4/07/02,16.2509384
5/07/02,2.37518811
6/07/02,76.4811554
7/07/02,15.8815556
8/07/02,4.81890917
9/07/02,3.04126215
10/07/02,12.1148424
11/07/02,35.1968498
12/07/02,45.0446243
13/07/02,5.98327303
14/07/02,16.3510571
15/07/02,16.4112263
16/07/02,1.36462688
17/07/02,22.6133041
18/07/02,15.4045172
19/07/02,0.905839503
20/07/02,21.3073883
21/07/02,11.3497267
22/07/02,5.73947144
23/07/02,54.1767464
24/07/02,42.5479431
25/07/02,17.6819344
26/07/02,11.1536379
27/07/02,7.3627491
28/07/02,5.95914459
29/07/02,2.97564101
30/07/02,7.32042217
31/07/02,2.35134029
1/08/02,3.9328866
2/08/02,5.44554615
3/08/02,0.621390998
4/08/02,9.37183571
5/08/02,0
6/08/02,0.64695996
7/08/02,0.338855535
8/08/02,8.37975979
9/08/02,51.2496719
10/08/02,2.57610822
11/08/02,0.855395257
12/08/02,4.38848209
13/08/02,24.3429337
14/08/02,5.4549036
15/08/02,13.7070293
16/08/02,2.34681511
17/08/02,15.6657867
18/08/02,0.099481896
19/08/02,0.509914219
20/08/02,1.35790479
21/08/02,4.30381823
22/08/02,26.9473705
23/08/02,14.2187662
24/08/02,3.65237784
25/08/02,7.83012486
26/08/02,0.254970253
27/08/02,0.47160843
28/08/02,0.429279596
29/08/02,71.9960556
30/08/02,12.3004875
31/08/02,6.02788305
1/09/02,29.6784706
2/09/02,51.3687935
3/09/02,0.154267043
4/09/02,4.70729589
5/09/02,5.92228889
6/09/02,0.207994848
7/09/02,4.5016942
8/09/02,7.72550631
9/09/02,3.72987556
10/09/02,5.73897743
11/09/02,0.001639014
12/09/02,0.532690525
13/09/02,1.13381672
14/09/02,4.25502253
15/09/02,1.2058264
16/09/02,4.42743921
17/09/02,41.3771591
18/09/02,7.22680426
19/09/02,4.49820709
20/09/02,0.002060594
21/09/02,0.174853817
22/09/02,0.170136049
23/09/02,3.87305903
24/09/02,19.9046497
25/09/02,3.80793786
26/09/02,1.43864322
27/09/02,3.04659629
28/09/02,0.492121577
29/09/02,0.677700877
30/09/02,0.006214405
1/10/02,5.15151548
2/10/02,0.151052833
3/10/02,2.17649055
4/10/02,0.307854325
5/10/02,8.36108208
6/10/02,1.88609135
7/10/02,2.14277649
8/10/02,3.79050517
9/10/02,9.88746452
10/10/02,6.86580992
11/10/02,2.39034081
12/10/02,23.2010765
13/10/02,0.01960719
14/10/02,14.0098562
15/10/02,3.65570378
16/10/02,8.49306107
17/10/02,29.6259804
18/10/02,6.73238468
19/10/02,1.01883698
20/10/02,10.0342617
21/10/02,1.28621566
22/10/02,9.43006039
23/10/02,12.809413
24/10/02,1.43775225
25/10/02,0
26/10/02,14.6508446
27/10/02,41.7517509
28/10/02,4.87271309
29/10/02,14.0046597
30/10/02,13.3087568
31/10/02,7.79050684
1/11/02,10.1696997
2/11/02,1.09845388
3/11/02,5.43256855
4/11/02,25.1741257
5/11/02,2.57719803
6/11/02,10.0232964
7/11/02,112.888687
8/11/02,0.119475715
9/11/02,4.79393101
10/11/02,12.8158436
11/11/02,1.1712774
12/11/02,4.96920395
13/11/02,3.48841023
14/11/02,0.167759016
15/11/02,7.57269907
16/11/02,16.9951324
17/11/02,1.24488676
18/11/02,0
19/11/02,10.0925484
20/11/02,2.05699825
21/11/02,11.1000109
22/11/02,9.09794235
23/11/02,19.9917259
24/11/02,2.49284697
25/11/02,3.41608477
26/11/02,0.378819168
27/11/02,6.41838551
28/11/02,7.1754117
29/11/02,22.6694431
30/11/02,17.4117432
1/12/02,17.5331211
2/12/02,1.31615496
3/12/02,0.242462203
4/12/02,24.2286758
5/12/02,2.19648004
6/12/02,2.22505021
7/12/02,1.99673283
8/12/02,0.722722411
9/12/02,0.362775683
10/12/02,0
11/12/02,0.659716427
12/12/02,2.99175692
13/12/02,1.43491745
14/12/02,2.22243714
15/12/02,5.48224592
16/12/02,11.5363131
17/12/02,81.4114914
18/12/02,70.4104996
19/12/02,1.64662635
20/12/02,0.631684303
21/12/02,17.9541836
22/12/02,13.4768171
23/12/02,11.3030672
24/12/02,3.31005502
25/12/02,6.14340973
26/12/02,4.33331966
27/12/02,4.03818989
28/12/02,0.341210753
29/12/02,0.347664058
30/12/02,0.004691167
31/12/02,0.371667385
1/01/03,0.6874277
2/01/03,2.58754349
3/01/03,0.283568859
4/01/03,1.14E-05
5/01/03,16.4412365
6/01/03,5.20109797
7/01/03,0.086244665
8/01/03,15.0574293
9/01/03,50.3498268
10/01/03,1.65909302
11/01/03,0.777053416
12/01/03,12.1402483
13/01/03,6.59021235
14/01/03,9.82596016
15/01/03,0.926603973
16/01/03,0.535301387
17/01/03,2.91444254
18/01/03,1.3688916
19/01/03,7.57032394
20/01/03,0.035093933
21/01/03,0
22/01/03,0
23/01/03,0
24/01/03,0
25/01/03,3.10358381
26/01/03,0.157182708
27/01/03,1.56744027
28/01/03,0
29/01/03,4.7139802
30/01/03,14.5601397
31/01/03,0.181825936
1/02/03,13.2569304
2/02/03,38.3380089
3/02/03,9.44714451
4/02/03,5.87086391
5/02/03,4.3253355
6/02/03,3.69683456
7/02/03,12.3716059
8/02/03,2.39209723
9/02/03,11.8062296
10/02/03,13.5630445
11/02/03,5.83412552
12/02/03,0.505355
13/02/03,0.011014347
14/02/03,0.245970055
15/02/03,0.624251008
16/02/03,0.000820143
17/02/03,0
18/02/03,0.198728368
19/02/03,2.68306684
20/02/03,6.98E-05
21/02/03,0
22/02/03,26.1329174
23/02/03,9.71640778
24/02/03,1.37489533
25/02/03,9.85762596
26/02/03,7.04488564
27/02/03,39.7654305
28/02/03,16.5492592
1/03/03,2.82227683
2/03/03,2.62918377
3/03/03,19.8330803
4/03/03,9.57978725
5/03/03,23.0093842
6/03/03,3.52311921
7/03/03,2.96248913
8/03/03,1.40414655
9/03/03,2.2104094
10/03/03,3.89485073
11/03/03,2.15245605
12/03/03,11.4030247
13/03/03,42.3239021
14/03/03,8.13073921
15/03/03,5.59706831
16/03/03,50.5711746
17/03/03,10.3931284
18/03/03,0.461962938
19/03/03,20.5478878
20/03/03,8.50714779
21/03/03,0.045703653
22/03/03,0.002413485
23/03/03,15.1126051
24/03/03,6.02995968
25/03/03,0.168771297
26/03/03,5.6562314
27/03/03,0.305155873
28/03/03,37.1444817
29/03/03,4.20976448
30/03/03,15.4674568
31/03/03,3.32491183
1/04/03,5.87957621
2/04/03,15.0595522
3/04/03,35.6469727
4/04/03,34.7956429
5/04/03,9.6809864
6/04/03,0.013521451
7/04/03,15.7765331
8/04/03,20.8075275
9/04/03,7.48463917
10/04/03,25.6420479
11/04/03,0.039205942
12/04/03,7.62327957
13/04/03,56.056736
14/04/03,5.78487015
15/04/03,0.662458062
16/04/03,10.1430321
17/04/03,5.21927071
18/04/03,6.12196255
19/04/03,7.58370543
20/04/03,9.91907787
21/04/03,6.34458017
22/04/03,2.41417694
23/04/03,23.4371567
24/04/03,5.568923
25/04/03,1.81108439
26/04/03,13.0387592
27/04/03,40.8984337
28/04/03,8.16903114
29/04/03,2.0070014
30/04/03,0.353485346
1/05/03,13.6699133
2/05/03,3.15557098
3/05/03,29.8511143
4/05/03,4.16553831
5/05/03,11.1951246
6/05/03,21.8857574
7/05/03,28.4652977
8/05/03,3.09811592
9/05/03,31.8967705
10/05/03,1.53134584
11/05/03,7.74843645
12/05/03,6.44808102
13/05/03,30.2712574
14/05/03,0.165809661
15/05/03,7.76071358
16/05/03,1.2120688
17/05/03,8.03718662
18/05/03,30.450634
19/05/03,26.5217342
20/05/03,0.822785378
21/05/03,1.2235229
22/05/03,15.405757
23/05/03,41.6970177
24/05/03,35.7005997
25/05/03,0.242745489
26/05/03,30.1949081
27/05/03,12.3381958
28/05/03,3.00385952
29/05/03,15.1797867
30/05/03,1.71228492
31/05/03,0.223986387
1/06/03,18.4766312
2/06/03,42.2376595
3/06/03,38.6476669
4/06/03,1.03388298
5/06/03,0.276218057
6/06/03,39.4049416
7/06/03,7.71965837
8/06/03,17.1181126
9/06/03,0
10/06/03,7.93387079
11/06/03,3.08703852
12/06/03,2.10834789
13/06/03,0.558385789
14/06/03,2.36337137
15/06/03,8.36242294
16/06/03,0.823664248
17/06/03,8.76947498
18/06/03,3.54129791
19/06/03,4.465487
20/06/03,0.102815479
21/06/03,21.8379898
22/06/03,6.62691736
23/06/03,5.37724638
24/06/03,2.68407512
25/06/03,17.8084793
26/06/03,12.9938965
27/06/03,2.78493428
28/06/03,7.66972113
29/06/03,0.703662753
30/06/03,67.0801849
1/07/03,4.60242081
2/07/03,3.42285681
3/07/03,12.9000168
4/07/03,6.68407011
5/07/03,0.019942753
6/07/03,4.90363026
7/07/03,35.59515
8/07/03,27.8674679
9/07/03,10.283205
10/07/03,6.88752556
11/07/03,18.7316399
12/07/03,11.6035194
13/07/03,5.0333395
14/07/03,0.762549996
15/07/03,0.014207983
16/07/03,8.04831505
17/07/03,23.9800224
18/07/03,6.04104185
19/07/03,1.07797885
20/07/03,1.70429349
21/07/03,3.21389079
22/07/03,5.85074997
23/07/03,0.685664058
24/07/03,41.345314
25/07/03,5.99249983
26/07/03,8.33744621
27/07/03,9.29656887
28/07/03,4.17220736
29/07/03,2.92173576
30/07/03,1.37065685
31/07/03,66.9972229
1/08/03,4.76034641
2/08/03,8.29444885
3/08/03,21.1614952
4/08/03,20.502018
5/08/03,0.120151363
6/08/03,18.0097733
7/08/03,12.033474
8/08/03,17.2388573
9/08/03,5.65163136
10/08/03,9.83751202
11/08/03,0.008523096
12/08/03,0.373544157
13/08/03,11.8831968
14/08/03,30.0105267
15/08/03,0.070831284
16/08/03,0.466957837
17/08/03,17.2957134
18/08/03,76.2771759
19/08/03,19.3271427
20/08/03,15.2654953
21/08/03,21.844183
22/08/03,4.00868654
23/08/03,0.867166698
24/08/03,19.8641224
