LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	TRIP COMMENTS	
2019-05-16 10:50:18	Colombia	CO	Vaupés	CO-VAU							(1.1185,-70.0613) Camino a Tayasu	L9258273	P	1.1185310	-70.0612650	2019-05-09	16:40:00	obsr156275	S56219812	Traveling	P22	EBIRD	87	3.987		1	1		Slow walk back to Tayasu trying to squeeze out birds at dusk. Managed some good ones.--Dinner of rice, scrambled eggs, and chive (water and farihna). After getting my stuff together for tomorrow I went and smoked a spliff at the maloca (casa ancestral). A few thoughts emerged.--I’d like to change the words of Raglan Road to something reflecting my life and experiences in South America. --I need mo	
2019-05-16 11:08:56	Colombia	CO	Vaupés	CO-VAU							(1.0815,-70.0375) Cerro Yerado	L9258286	P	1.0814850	-70.0375420	2019-05-10	06:09:00	obsr156275	S56219898	Traveling	P22	EBIRD	107	2.064		1	1		Went to bed around 8 the night before and kept waking up through night itching at my first crop of chiggers this year. I was pretty much awake and ready to start the day at 330, so dozed until 430 to get ready to be on the river at 5. Breakfast at little late. We walked down to the boat launch, a narrow slit through the river side vegetation, at 520 we went down to the their boat launch, and used 	
2019-05-17 08:44:49	Colombia	CO	Vaupés	CO-VAU							(1.1982,-70.1958)	L9258361	P	1.1981710	-70.1958220	2019-05-11	16:05:00	obsr156275	S56220282	Traveling	P22	EBIRD	36	1.956		1	1			
2019-05-20 15:16:23	Colombia	CO	Vaupés	CO-VAU							Plaza Principal de Mitu	L9258384	P	1.2589120	-70.2368890	2019-05-12	05:09:00	obsr156275	S56220394	Stationary	P21	EBIRD	2			1	1		Woke up at 445 and headed out to find a taxi by the Plaza Principal. No one out and about yet so I recorded some of the Tyrannus savana in the trees doing some kind of dawn song/display. Got a taxi at 520 and headed to Puente Urania.	
2019-05-20 16:08:56	Colombia	CO	Vaupés	CO-VAU							(1.2711,-70.2061) Campos Antes de Puente Urania	L9258392	P	1.2710690	-70.2060810	2019-05-12	07:14:00	obsr156275	S56220445	Traveling	P22	EBIRD	68	1.963		1	1		Walked back towards Mitu along the road. Birdy but nothing particularly surprising. Weather sunny with some passing clouds.	
2024-01-02 13:25:10.662402	Colombia	CO	Vaupés	CO-VAU							Hotel Los Paisas	L9258396	P	1.2595000	-70.2354760	2019-05-12	09:37:00	obsr156275	S56220458	Incidental	P20	EBIRD				1	0			
2019-05-22 10:29:21	Colombia	CO	Vaupés	CO-VAU							Comunidad Indígena Tayasu	L9258239	P	1.0970000	-70.0461750	2019-05-08	16:09:00	obsr156275	S56219585	Traveling	P22	EBIRD	86	2.643		1	1		Edson gave me a tour of his community. The community is well organized and very clean. It has two soccer fields (one for men, one of women), a church, a school, and about 20 other small habitations. It is situated across a peninsula that is formed by an acute bend in the Río Vaupes, which is the site of a moderately sized cachivera (rapids), that's probably quite dangerous to run in canoe. In the 	
2019-05-13 10:56:15	Colombia	CO	Vaupés	CO-VAU							(1.0981,-70.0467) Camino a Tayasu	L9258249	P	1.0981010	-70.0466670	2019-05-09	07:18:00	obsr156275	S56219625	Traveling	P22	EBIRD	18	1.009		1	1		Rain came in around 2 am. Hard at first, then lighter as the morning progressed. Slept in until 630. Needed it. Got breakfast, huevos periquitos, and started walking back up the trail in light rain. --Very little bird activity.	
2019-05-16 07:44:13	Colombia	CO	Vaupés	CO-VAU							(1.1193,-70.0455) Camino a Cerro Tintin	L9258259	P	1.1193300	-70.0454620	2019-05-09	09:36:00	obsr156275	S56219695	Traveling	P22	EBIRD	139	1.899		1	1		When we got to a hill where a large chagra was,we remembered that Edson needed to go back for lunch. We decided to meet again at noon at the top of the hill where the trail forked and a women from the community was working. I worked the right hand fork. about 500m down the trail crossed a stream and ascended then disappeared into a chagra. I borded this for a while, had lunch with Edson at the tra	
2023-10-23 12:32:55.272349	Colombia	CO	Vaupés	CO-VAU							(1.1186,-70.0610) Sendero Parque El Amor	L9258264	P	1.1185940	-70.0610100	2019-05-09	14:22:00	obsr156275	S56219717	Traveling	P22	EBIRD	84	2.436		1	1		Excellent forest but not very birdy midafternoon. Walked out to a large, well-maintained chagra.	
2019-05-16 20:14:45	Colombia	CO	Vaupés	CO-VAU							(1.1221,-70.0951) Sendero Cucura - Puente Lata	L9258337	P	1.1221040	-70.0950760	2019-05-11	06:15:00	obsr156275	S56220179	Traveling	P22	EBIRD	42	1.086		1	1		Short trail in great forest leading to a 	
2019-05-17 08:42:25	Colombia	CO	Vaupés	CO-VAU							(1.1170,-70.0906) Sendero Cucara	L9258352	P	1.1170400	-70.0906440	2019-05-11	09:09:00	obsr156275	S56220232	Traveling	P22	EBIRD	62	1.965		1	1		Through pretty quiet tall white-sand terra firma forest	
2024-01-02 13:25:10.589096	Colombia	CO	Vaupés	CO-VAU							(1.2087,-70.1958)	L9258378	P	1.2086870	-70.1957690	2019-05-11	16:41:00	obsr156275	S56220364	Traveling	P22	EBIRD	53	2.313		1	1			
2019-05-15 20:01:28	Colombia	CO	Vaupés	CO-VAU							Hotel Brasilia Vaupés	L9274836	P	1.2545569	-70.2331064	2019-04-17	05:55:00	obsr111997	S55238421	Stationary	P21	EBIRD	4			2	1			
2019-05-15 20:00:02	Colombia	CO	Vaupés	CO-VAU							Hotel Brasilia Vaupés	L9274836	P	1.2545569	-70.2331064	2019-04-18	06:00:00	obsr111997	S55238021	Stationary	P21	EBIRD	4			3	1			
2019-05-15 20:04:34	Colombia	CO	Vaupés	CO-VAU							Hotel Brasilia Vaupés	L9274836	P	1.2545569	-70.2331064	2019-04-21	06:29:00	obsr111997	S55222366	Stationary	P21	EBIRD	19			1	1			
2024-01-02 12:26:21.973499	Colombia	CO	Vaupés	CO-VAU							Mitu Cachivera (1.2315,-70.2348)	L9309786	P	1.2315270	-70.2347510	2019-03-26	06:42:00	obsr197784	S57143322	Traveling	P22	EBIRD	656	8.578		13	1	G4203773	Sunrise Birding Trip led by Diego Calderon 	
2024-01-02 12:26:21.973499	Colombia	CO	Vaupés	CO-VAU							Mitu Cachivera (1.2315,-70.2348)	L9309786	P	1.2315270	-70.2347510	2019-03-26	06:42:00	obsr122250	S58892250	Traveling	P22	EBIRD	656	8.578		13	1	G4203773	Sunrise Birding Trip led by Diego Calderon 	
2019-05-19 16:32:43	Colombia	CO	Vaupés	CO-VAU							(1,252, -70,236) Mitú, La Unión	L9301784	P	1.2519615	-70.2355787	2019-05-19	14:39:00	obsr1355737	S56501976	Stationary	P21	EBIRD	48			2	1			
2024-01-02 12:26:21.973499	Colombia	CO	Vaupés	CO-VAU							Mitu Cachivera (1.2315,-70.2348)	L9309786	P	1.2315270	-70.2347510	2019-03-26	06:42:00	obsr176548	S56552002	Traveling	P22	EBIRD	656	8.578		13	1	G4203773	Sunrise Birding Trip led by Diego Calderon 	
2021-04-02 00:20:48.257273	Colombia	CO	Vaupés	CO-VAU							Mitù Riverside	L9320376	P	1.2378818	-70.2345514	2019-03-23	18:00:00	obsr197784	S57143308	Stationary	P21	EBIRD	10			13	1	G4209043	Sunrise Birding Trip led by Diego Calderon; Short stop to watch for nighthawks over the river	
2021-04-02 00:20:48.257273	Colombia	CO	Vaupés	CO-VAU							Mitù Riverside	L9320376	P	1.2378818	-70.2345514	2019-03-23	18:00:00	obsr407714	S56615863	Stationary	P21	EBIRD	10			13	1	G4209043	Sunrise Birding Trip led by Diego Calderon; Short stop to watch for nighthawks over the river	
2021-04-02 00:20:48.257273	Colombia	CO	Vaupés	CO-VAU							Mitù Riverside	L9320376	P	1.2378818	-70.2345514	2019-03-23	18:00:00	obsr176548	S56615767	Stationary	P21	EBIRD	10			13	1	G4209043	Sunrise Birding Trip led by Diego Calderon; Short stop to watch for nighthawks over the river	
2021-04-02 00:20:48.257273	Colombia	CO	Vaupés	CO-VAU							Mitù Riverside	L9320376	P	1.2378818	-70.2345514	2019-03-23	18:00:00	obsr122250	S58892184	Stationary	P21	EBIRD	10			13	1	G4209043	Sunrise Birding Trip led by Diego Calderon; Short stop to watch for nighthawks over the river	
2019-09-14 22:23:55	Colombia	CO	Vaupés	CO-VAU							(1.01, -71.292)	L9198156	P	1.0104231	-71.2917788	2019-07-23	08:35:00	obsr1198462	S59809791	Stationary	P21	EBIRD	247			1	0		SALI A OBSERVAR AVES YA QUE HABIA UN AVE COMIENDO POLLOS EN UNA FINCA CERCANA	
2019-05-05 16:57:55	Colombia	CO	Vaupés	CO-VAU							Puente Lata, Mitú	L9200948	P	1.1228532	-70.0920306	2019-05-04	06:46:00	obsr916026	S55869239	Traveling	P22	EBIRD	82	0.410		6	1		Mañana lluviosa	
2019-05-05 17:30:58	Colombia	CO	Vaupés	CO-VAU							Sendero Tayasú, Mitú	L9201375	P	1.1255341	-70.0739602	2019-05-04	11:06:00	obsr916026	S55871513	Traveling	P22	EBIRD	100	0.760		6	1		Desde zona abierta con palma Iba Caba. Bajó la lluvia	
2019-05-05 17:33:25	Colombia	CO	Vaupés	CO-VAU							Carretera Sector Tayasú, Mitú	L9201422	P	1.1243893	-70.0880232	2019-05-04	14:18:00	obsr916026	S55871721	Traveling	P22	EBIRD	22	0.620		6	1			
2019-09-03 18:01:13	Colombia	CO	Vaupés	CO-VAU							Hotel Paisa	L9201449	P	1.2595420	-70.2355760	2019-05-05	06:01:00	obsr916026	S59493716	Stationary	P21	EBIRD	15			1	1	G4483680	From hotel balcony while waiting for Juliana to get ready. Super sore from yesterday!	
2019-05-05 17:40:45	Colombia	CO	Vaupés	CO-VAU							Línea Bocatoma, Mitú	L9201493	P	1.2132094	-70.2308911	2019-05-05	10:22:00	obsr916026	S55872258	Traveling	P22	EBIRD	63	0.730		3	1			
2019-05-05 17:41:49	Colombia	CO	Vaupés	CO-VAU							Bosque Secundario Línea Bocatoma, Mitú	L9201507	P	1.2090098	-70.2303270	2019-05-05	11:25:00	obsr916026	S55872319	Traveling	P22	EBIRD	29	0.190		3	1			
2019-05-05 17:43:01	Colombia	CO	Vaupés	CO-VAU							Barrio 12 de Octubre, Mitú	L9201518	P	1.2323490	-70.2320498	2019-05-05	14:48:00	obsr916026	S55872379	Traveling	P22	EBIRD	18	0.520		3	1			
2019-05-05 17:44:17	Colombia	CO	Vaupés	CO-VAU							Bosque arena blanca, Línea Bocatoma, Mitú	L9201529	P	1.2104048	-70.2302601	2019-05-05	11:55:00	obsr916026	S55872451	Traveling	P22	EBIRD	161	2.710		3	1			
2019-05-15 12:43:54	Colombia	CO	Vaupés	CO-VAU							Vía Santa Cruz	L9201538	P	1.1544360	-70.0231160	2019-05-04	08:27:00	obsr156275	S55872539	Traveling	P22	EBIRD	267	6.533		1	1		Walked from Vaupes at Santa Cruz to a stream crossing here 1.14825°N, 70.03949°W where I had lunch and cooled my ankle in the stream. Steady rain for most of the morning. Bird activity minimal until around 1030. Low could ceiling.	
2019-09-03 18:01:15	Colombia	CO	Vaupés	CO-VAU							Carrera 13, Mita CO-Vaupes (1.2595,-70.2353)	L9201543	P	1.2594500	-70.2353190	2019-05-04	04:15:00	obsr156275	S55872586	Incidental	P20	EBIRD				1	0	G4483682		
2019-09-03 18:01:15	Colombia	CO	Vaupés	CO-VAU							Carrera 13, Mita CO-Vaupes (1.2595,-70.2353)	L9201543	P	1.2594500	-70.2353190	2019-05-04	04:15:00	obsr916026	S59493719	Incidental	P20	EBIRD				1	0	G4483682		
2019-05-06 18:58:02	Colombia	CO	Vaupés	CO-VAU							Comunidad Mitu Cachivera	L9201919	P	1.2302697	-70.2338075	2019-05-04	05:00:00	obsr980427	S55876537	Traveling	P22	EBIRD	340	0.700		5	1		Inicio de ruta desde el puente del 12 de octubre a casa construcción dentro de la comunidad en donde se inicio la observación estacionaria por la lluvia	
2019-05-06 19:56:19	Colombia	CO	Vaupés	CO-VAU							zona urbana	L9202614	P	1.2426585	-70.2390847	2019-05-04	09:00:00	obsr1347047	S55936198	Traveling	P22	EBIRD	300	4.000		7	0			
2019-09-03 18:01:11	Colombia	CO	Vaupés	CO-VAU							Línea Bocatoma	L9252357	P	1.2307910	-70.2306910	2019-05-05	07:10:00	obsr916026	S59493714	Traveling	P22	EBIRD	138	2.440		1	1	G4483679	Woke late after a long day on Saturday and met Miguel Portura at the start of the Línea Bocatoma trail in barrio 12 de Octubre.	
2019-09-03 18:01:01	Colombia	CO	Vaupés	CO-VAU							Barrio 12 de Octubre	L9252501	P	1.2322420	-70.2321430	2019-05-05	14:40:00	obsr156275	S56181249	Traveling	P22	EBIRD	26	0.555		1	1	G4483675	Walk back out to the road through Barrio 12 de Octubre with some open country birds.	
2019-09-03 18:01:01	Colombia	CO	Vaupés	CO-VAU							Barrio 12 de Octubre	L9252501	P	1.2322420	-70.2321430	2019-05-05	14:40:00	obsr916026	S59493706	Traveling	P22	EBIRD	26	0.555		1	1	G4483675	Walk back out to the road through Barrio 12 de Octubre with some open country birds.	
2020-04-10 09:25:58	Colombia	CO	Vaupés	CO-VAU							Camino de Arena Blanca - Mitu Cachivera	L9252530	P	1.2226710	-70.2350700	2019-05-06	06:09:00	obsr916026	S59493704	Traveling	P22	EBIRD	122	2.054		1	1	G4483674	Entrance to forest to bridge at Caño Sangre 1.21469°N, 70.23533°W. One good flock at second open savaneta. 	
2019-09-03 18:00:50	Colombia	CO	Vaupés	CO-VAU							(1.2313,-70.2350)	L9252642	P	1.2313480	-70.2350220	2019-05-06	17:45:00	obsr916026	S59493699	Incidental	P20	EBIRD				1	0	G4483670		
2019-07-12 17:46:40	Colombia	CO	Vaupés	CO-VAU							Urania	L9252677	P	1.2708680	-70.1951710	2019-05-07	07:44:00	obsr916026	S58127485	Traveling	P22	EBIRD	102	2.786		1	1	G4354769	Super hot and humid. Trails we walked were secondary forest and scrub and open grass. Not very productive. 	
2019-05-15 08:14:22	Colombia	CO	Vaupés	CO-VAU							Puente Urania	L9252706	P	1.2712920	-70.2049770	2019-05-07	16:14:00	obsr156275	S56182253	Traveling	P22	EBIRD	96	1.397		1	1		Spent rest of afternoon and dusk birding around bridge. Returned to Mitu at 6 pm did some grocery shopping with Edson.	
2019-05-15 12:07:09	Colombia	CO	Vaupés	CO-VAU							(1.1222,-70.0913) Camino a la casa de los padres de Edson	L9258198	P	1.1221510	-70.0913150	2019-05-08	06:40:00	obsr156275	S56219300	Traveling	P22	EBIRD	46	1.007		1	1		walked into Edson's parents chagra and house to get a bag to carry the food with.	
2019-05-15 13:43:02	Colombia	CO	Vaupés	CO-VAU							(1.1240,-70.0836) Camino a Tayasu	L9258207	P	1.1240300	-70.0835820	2019-05-08	08:11:00	obsr156275	S56219358	Traveling	P22	EBIRD	81	1.573		1	1			
2023-11-17 15:00:15.676201	Colombia	CO	Vaupés	CO-VAU							(1.1209,-70.0675) Camino a Tayasu	L9258220	P	1.1209110	-70.0674770	2019-05-08	10:15:00	obsr156275	S56219445	Traveling	P22	EBIRD	130	4.199		1	1			
2019-05-13 10:55:41	Colombia	CO	Vaupés	CO-VAU							Comunidad Indígena Tayasu	L9258239	P	1.0970000	-70.0461750	2019-05-08	19:30:00	obsr156275	S56219592	Stationary	P21	EBIRD	10			1	1			
2022-10-26 13:16:24.293125	Colombia	CO	Vaupés	CO-VAU							(1.1059,-70.0507) Camino a Cerro Tintin	L9258255	P	1.1059360	-70.0506730	2019-05-09	07:37:00	obsr156275	S56219674	Traveling	P22	EBIRD	114	2.166		1	1		From road to chagra 1.11897°N, 70.04521°W. Almost all the action was evenly divided between a fruiting tree and canopy flock. I stood under the fruiting tree for 25 minutes that had really good activity, especially as the rain was starting to let up. The flock moved by quickly but was quite productive.	
2019-05-16 11:33:08	Colombia	CO	Vaupés	CO-VAU							(1.0734,-70.0271) Bajo Cerro Yerado	L9258297	P	1.0733820	-70.0270610	2019-05-10	09:19:00	obsr156275	S56219955	Traveling	P22	EBIRD	85	2.113		1	1		Walk back from stream to the base of Cerro Yaredo.	
2019-05-16 11:36:21	Colombia	CO	Vaupés	CO-VAU							(1.0843,-70.0344) Camino a Cerro Yerado	L9258303	P	1.0843390	-70.0343890	2019-05-10	11:30:00	obsr156275	S56219980	Stationary	P21	EBIRD	3			1	1		Small flock at edge of savaneta close to the boat launch.	
2019-05-13 11:07:02	Colombia	CO	Vaupés	CO-VAU							(1.0882,-70.0312) Caño Sin Nombre	L9258305	P	1.0881840	-70.0312400	2019-05-10	12:07:00	obsr156275	S56220005	Traveling	P22	EBIRD	26	0.528		1	1		Entered this caño (mouth of stream that is flooded by high water) and paddled quietly in. Eventually came upon a flock moving across caño which was quite productive and constitutes the majority of this list.	
2019-05-13 11:08:13	Colombia	CO	Vaupés	CO-VAU							(1.1184,-70.0613) Camino de Tayasu	L9258316	P	1.1184190	-70.0613270	2019-05-10	16:09:00	obsr156275	S56220055	Traveling	P22	EBIRD	18	1.016		1	1			
2019-05-13 11:09:32	Colombia	CO	Vaupés	CO-VAU							(1.1189,-70.0879) Casa López	L9258325	P	1.1189280	-70.0878770	2019-05-11	03:14:00	obsr156275	S56220119	Incidental	P20	EBIRD				1	0			
2024-01-02 12:26:21.973499	Colombia	CO	Vaupés	CO-VAU							Mitu Cachivera (1.2315,-70.2348)	L9309786	P	1.2315270	-70.2347510	2019-03-26	06:42:00	obsr407714	S56552001	Traveling	P22	EBIRD	656	8.578		13	1	G4203773	Sunrise Birding Trip led by Diego Calderon 	
2019-07-13 12:51:16	Colombia	CO	Vaupés	CO-VAU							Malecón Mitú	L9633896	P	1.2587345	-70.2366686	2019-07-12	06:15:00	obsr914074	S58145174	Traveling	P22	EBIRD	195	2.800		1	1			
2019-08-05 10:58:15	Colombia	CO	Vaupés	CO-VAU							CO-Vaupés-Mitú (1,2902,-70,2450)	L9696500	P	1.2901680	-70.2449940	2019-07-23	06:57:00	obsr1092046	S58762740	Traveling	P22	EBIRD	120	4.000		6	1	G4401202		
2019-08-01 18:06:37	Colombia	CO	Vaupés	CO-VAU							CO-Vaupés-Mitú (1,2902,-70,2450)	L9696500	P	1.2901680	-70.2449940	2019-07-23	06:57:00	obsr433512	S58459284	Traveling	P22	EBIRD	120	4.000		6	1	G4401202		
2020-11-06 20:15:04	Colombia	CO	Vaupés	CO-VAU							CO-Vaupés-Mitú (1,2902,-70,2450)	L9696500	P	1.2901680	-70.2449940	2019-07-23	06:57:00	obsr1413337	S75917476	Traveling	P22	EBIRD	120	4.000		6	1	G4401202		
2019-08-03 14:12:10	Colombia	CO	Vaupés	CO-VAU							CO-Vaupés-Mitú (1,2902,-70,2450)	L9696500	P	1.2901680	-70.2449940	2019-07-23	06:57:00	obsr794254	S58714247	Traveling	P22	EBIRD	120	4.000		6	1	G4401202		
2020-11-06 20:15:05	Colombia	CO	Vaupés	CO-VAU							Comunidad Puerto Morroco	L9727825	P	0.1340340	-70.9581459	2019-07-18	14:18:00	obsr1413337	S75917484	Stationary	P21	EBIRD	120			5	1	G4401183		
2022-10-26 08:28:39.043352	Colombia	CO	Vaupés	CO-VAU							Raudal del Jirijirimo	L9727949	P	-0.0345657	-70.9510084	2019-07-19	06:31:00	obsr1092046	S58762717	Traveling	P22	EBIRD	300	10.000		5	1	G4401186		
2024-01-02 13:25:11.20807	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-18	06:04:00	obsr794254	S58714184	Traveling	P22	EBIRD	300	5.000		5	1	G4401181		
2024-01-02 13:25:11.094269	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-17	16:44:00	obsr1413337	S75917487	Stationary	P21	EBIRD	80			5	1	G4401180		
2024-01-02 13:25:11.245755	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-17	16:44:00	obsr884998	S58670444	Stationary	P21	EBIRD	80			5	1	G4401180		
2024-01-02 13:25:11.238986	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-17	16:44:00	obsr794254	S58714177	Stationary	P21	EBIRD	80			5	1	G4401180		
2024-01-02 13:25:11.131	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-17	16:44:00	obsr1092046	S58762705	Stationary	P21	EBIRD	80			5	1	G4401180		
2024-01-02 13:25:11.150728	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-18	06:04:00	obsr1092046	S58762706	Traveling	P22	EBIRD	300	5.000		5	1	G4401181		
2024-01-02 13:25:11.229629	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-18	06:04:00	obsr1413337	S75917486	Traveling	P22	EBIRD	300	5.000		5	1	G4401181		
2024-01-02 13:25:11.163092	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-17	16:44:00	obsr433512	S58530698	Stationary	P21	EBIRD	80			5	1	G4401180		
2024-01-02 13:25:11.185633	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-18	06:04:00	obsr884998	S58670446	Traveling	P22	EBIRD	300	5.000		5	1	G4401181		
2019-08-01 18:01:52	Colombia	CO	Vaupés	CO-VAU							Comunidad Puerto Morroco	L9727825	P	0.1340340	-70.9581459	2019-07-18	14:18:00	obsr433512	S58530800	Stationary	P21	EBIRD	120			5	1	G4401183		
2019-08-05 10:57:35	Colombia	CO	Vaupés	CO-VAU							Comunidad Puerto Morroco	L9727825	P	0.1340340	-70.9581459	2019-07-18	14:18:00	obsr1092046	S58762720	Stationary	P21	EBIRD	120			5	1	G4401183		
2022-10-26 08:28:37.979711	Colombia	CO	Vaupés	CO-VAU							Raudal del Jirijirimo	L9727949	P	-0.0345657	-70.9510084	2019-07-19	06:31:00	obsr433512	S58530829	Traveling	P22	EBIRD	300	10.000		5	1	G4401186		
2022-10-26 08:21:32.940549	Colombia	CO	Vaupés	CO-VAU							Raudal del Jirijirimo	L9727949	P	-0.0345657	-70.9510084	2019-07-19	06:31:00	obsr1413337	S75917483	Traveling	P22	EBIRD	300	10.000		5	1	G4401186		
2022-10-26 08:28:38.637476	Colombia	CO	Vaupés	CO-VAU							Raudal del Jirijirimo	L9727949	P	-0.0345657	-70.9510084	2019-07-19	06:31:00	obsr884998	S58670465	Traveling	P22	EBIRD	300	10.000		5	1	G4401186		
2019-08-03 16:25:05	Colombia	CO	Vaupés	CO-VAU							1,2225138, -70,2283973	L9739118	P	1.2299545	-70.2338764	2019-08-03	09:49:00	obsr1355737	S58717371	Traveling	P22	EBIRD	240	11.185		2	1			
2019-08-01 18:06:37	Colombia	CO	Vaupés	CO-VAU							CO-Vaupés-Mitú (1,2902,-70,2450)	L9696500	P	1.2901680	-70.2449940	2019-07-23	06:57:00	obsr884998	S58670571	Traveling	P22	EBIRD	120	4.000		6	1	G4401202		
2020-12-02 10:51:31.634034	Colombia	CO	Vaupés	CO-VAU							Cerro Wairarikí	L9727765	P	0.1311183	-70.9412083	2019-07-18	06:04:00	obsr433512	S58530789	Traveling	P22	EBIRD	300	5.000		5	1	G4401181		
2019-08-01 18:01:52	Colombia	CO	Vaupés	CO-VAU							Comunidad Puerto Morroco	L9727825	P	0.1340340	-70.9581459	2019-07-18	14:18:00	obsr884998	S58670454	Stationary	P21	EBIRD	120			5	1	G4401183		
2020-04-09 00:39:21	Colombia	CO	Vaupés	CO-VAU							Comunidad de Timbo de Betania	L9886801	P	0.9124970	-70.0626800	2019-08-08	07:00:00	obsr914074	S66848996	Traveling	P22	EBIRD	240	6.000		3	1			
2019-08-03 14:10:30	Colombia	CO	Vaupés	CO-VAU							Comunidad Puerto Morroco	L9727825	P	0.1340340	-70.9581459	2019-07-18	14:18:00	obsr794254	S58714187	Stationary	P21	EBIRD	120			5	1	G4401183		
2022-10-26 08:28:38.83426	Colombia	CO	Vaupés	CO-VAU							Raudal del Jirijirimo	L9727949	P	-0.0345657	-70.9510084	2019-07-19	06:31:00	obsr794254	S58714194	Traveling	P22	EBIRD	300	10.000		5	1	G4401186		
2020-04-08 20:25:42	Colombia	CO	Vaupés	CO-VAU							Comunidad de Timbo de Betania	L9886801	P	0.9124970	-70.0626800	2019-09-08	16:06:00	obsr914074	S66843354	Stationary	P21	EBIRD	30			3	1			
2024-01-02 13:25:11.428338	Colombia	CO	Vaupés	CO-VAU							Comunidad de Timbo de Betania	L9886801	P	0.9124970	-70.0626800	2019-07-27	15:00:00	obsr914074	S66757934	Traveling	P22	EBIRD	150	5.000		5	1			
2020-04-09 00:44:15	Colombia	CO	Vaupés	CO-VAU							Comunidad de Timbo de Betania	L9886801	P	0.9124970	-70.0626800	2019-11-11	06:00:00	obsr914074	S66849119	Traveling	P22	EBIRD	300	6.000		15	1			
2024-04-18 03:04:41.19351	Colombia	CO	Vaupés	CO-VAU							Comunidad de Timbo de Betania	L9886801	P	0.9124970	-70.0626800	2019-09-04	06:00:00	obsr914074	S59579726	Traveling	P22	EBIRD	240	3.000		1	1			
2020-04-09 00:56:07	Colombia	CO	Vaupés	CO-VAU							Comunidad de Timbo de Betania	L9886801	P	0.9124970	-70.0626800	2019-09-11	07:00:00	obsr914074	S66849213	Traveling	P22	EBIRD	150	4.000		1	1			
2020-04-08 20:47:23	Colombia	CO	Vaupés	CO-VAU							Comunidad de Timbo de Betania	L9886801	P	0.9124970	-70.0626800	2019-07-29	09:00:00	obsr914074	S66844103	Stationary	P21	EBIRD	40			1	1			
2020-06-04 17:33:17	Colombia	CO	Vaupés	CO-VAU							Carurú, Vaupés, CO (1.011, -71.291)	L10017912	P	1.0105579	-71.2914114	2020-05-09	20:07:00	obsr1198462	S70056647	Stationary	P21	EBIRD	30			1	1			
2024-01-02 13:23:37.171583	Colombia	CO	Vaupés	CO-VAU							101 Carrera 14, Mitú, Vaupés, CO (1.255, -70.238)	L10457127	P	1.2552767	-70.2378575	2020-01-08	21:32:00	obsr847525	S63191045	Incidental	P20	EBIRD				1	0			
2020-01-18 05:03:01	Colombia	CO	Vaupés	CO-VAU							Bocatoma (White Sand Forest)	L10507270	P	1.2405485	-70.2195457	2020-01-12	14:00:00	obsr646721	S63501238	Traveling	P22	EBIRD	240	4.828		9	1		Not certain of exact location	
2020-03-19 11:11:55	Colombia	CO	Vaupés	CO-VAU							Hydro road	L10507294	P	1.1463753	-70.0436806	2020-01-13	06:00:00	obsr646721	S63501387	Traveling	P22	EBIRD	720	6.437		9	1		From bridge to hydro plant	
2024-01-02 13:23:37.232443	Colombia	CO	Vaupés	CO-VAU							Bocatoma Tera Firma	L10507329	P	1.1176927	-70.1082628	2020-01-14	07:00:00	obsr646721	S63501591	Traveling	P22	EBIRD	660	8.047		9	1			
2020-03-10 14:41:02	Colombia	CO	Vaupés	CO-VAU							Queramiki, Vaupés, CO (1.256, -70.24)	L10541241	P	1.2555361	-70.2398416	2020-01-18	17:29:00	obsr269273	S63703407	Traveling	P22	EBIRD	16	1.304		6	1			
2020-01-26 19:04:35	Colombia	CO	Vaupés	CO-VAU							Mita CO-Vaupes	L10580976	P	1.2522870	-70.2318370	2020-01-26	08:50:00	obsr227321	S63823988	Traveling	P22	EBIRD	180	3.000		4	1		End of the road	
